date,meal,food_id,qty,note,source
2025-09-01,pranzo,farro_perlato,100,"piatto di chicchi tipo farro con piselli e carote a cubetti e dadini di prosciutto; porzioni standard assunte, i piselli non registrati",foto
2025-09-01,pranzo,carote,60,,foto
2025-09-01,pranzo,prosciutto_cotto,40,,foto
2025-09-02,colazione,torta_semplice,100,fetta di plumcake scuro con marmellata scura a lato; porzione standard assunta,foto
2025-09-02,colazione,marmellata_fragola,20,marmellata scura di frutti rossi,foto
2025-09-02,pranzo,riso_bianco,100,"piatto di cereale bianco con guacamole verde e una fetta di pane di segale, porzioni standard assunte",foto
2025-09-02,pranzo,avocado,80,,foto
2025-09-02,pranzo,pane_segale,70,,foto
2025-09-02,cena,carote,200,pentola di zuppa con rondelle di carota e verdure in brodo; porzione standard assunta,foto
2025-09-02,cena,patate,100,,foto
2025-09-03,colazione,cacao_100,15,"ciotola di crema scura montata con la frusta, letta come cacao con proteine e latte; porzioni standard assunte",foto
2025-09-03,colazione,proteine_whey,30,,foto
2025-09-03,colazione,latte_ps,200,,foto
2025-09-03,pranzo,pane_segale,80,due fette di pane scuro con prosciutto cotto rosa avocado schiacciato e uova in camicia,foto
2025-09-03,pranzo,prosciutto_cotto,50,,foto
2025-09-03,pranzo,avocado,60,,foto
2025-09-03,pranzo,uovo_intero,2,,foto
2025-09-03,cena,farro_perlato,100,"piatto di chicchi scuri con acini d'uva e una crema bianca sopra; uva non registrata, manca in foods.csv",foto
2025-09-03,cena,ricotta_vaccina,100,,foto
2025-09-04,colazione,croissant_vuoto,1,brioche col tuppo con cappuccino al bar; porzione standard assunta,foto
2025-09-04,colazione,cappuccino,1,,foto
2025-09-04,pranzo,uovo_intero,3,piatto con frittata gialla spicchi di patata dolce arrostita e una galletta di riso,foto
2025-09-04,pranzo,patate_dolci,200,,foto
2025-09-04,pranzo,gallette_riso,20,,foto
2025-09-04,spuntino,mela,1,mela sbucciata in mano lungo la strada,foto
2025-09-04,cena,panino_farcito,1,hamburger nel panino con bacon e salsa piu' patatine fritte al ristorante,foto
2025-09-04,cena,patate,150,patatine fritte,foto
2025-09-05,pranzo,gallette_riso,30,gallette di riso con pomodorini a pezzi e basilico uova sode e spicchi di melone,foto
2025-09-05,pranzo,pomodorini,150,,foto
2025-09-05,pranzo,uovo_intero,2,,foto
2025-09-05,pranzo,melone,200,,foto
2025-09-05,pranzo,basilico,3,,foto
2025-09-05,spuntino,caffe_espresso,1,tazza di caffe' alla scrivania,foto
2025-09-06,colazione,croissant_vuoto,1,cruffin di pasticceria con cappuccino,foto
2025-09-06,colazione,cappuccino,1,,foto
2025-09-06,pranzo,rucola,60,"ciotola di rucola con polpette scure e una tazza di brodo chiaro; le polpette lette come polpette di legumi, porzione standard assunta",foto
2025-09-06,pranzo,lenticchie_secche,70,,foto
2025-09-06,spuntino,ricotta_vaccina,150,ciotola di crema bianca con marmellata di frutti di bosco sopra,foto
2025-09-06,spuntino,marmellata_fragola,30,marmellata di frutti di bosco,foto
2025-09-06,cena,recipe:pizza_semplice,1,pizza rossa con rucola e scaglie di grana: la sua pizza abituale,foto
2025-09-07,colazione,uovo_intero,3,uova strapazzate con avocado e pane di segale; a lato cappuccino e vasetto di marmellata,foto
2025-09-07,colazione,avocado,70,,foto
2025-09-07,colazione,pane_segale,70,,foto
2025-09-07,colazione,cappuccino,1,,foto
2025-09-07,colazione,marmellata_fragola,20,,foto
